-3297,0,9
-4878,0,7
-3042,0,8
-2841,0,9
-3713,0,8
-3071,1,10
-1429,0,10
-630,0,11
-2752,0,10
-1353,0,11
-1334,0,10
-1643,0,9
-1164,0,11
-4065,0,10
-3131,0,10
-4105,-2,10
-529,-1,10
-1011,0,10
-364,0,10
842,-1,9
1025,-1,10
106,-1,10
-371,-1,11
-522,-2,11
-1333,-1,10
-608,-1,9
-695,-1,10
-2679,-1,10
-2668,-2,10
-4805,-2,9
-3362,-2,9
-1373,-1,8
-1655,0,8
438,0,7
-66,0,7
469,0,8
-2091,0,8
-2977,1,9
-4456,1,8
-3744,0,8
-2774,1,8
-4293,0,8
-2515,0,9
-3466,0,8
-5131,0,9
-3179,0,11
-2848,0,10
-2145,0,11
-2569,0,11
-1159,0,10
-1538,0,10
864,0,9
-81,0,10
-2478,0,9
-1460,-1,10
-1563,-1,8
-1134,0,10
-1117,0,9
-642,-1,10
455,-1,11
-1561,-1,10
-1275,-1,11
-1312,-2,11
-1535,-2,11
-1328,-2,10
-1212,-1,10
-869,-2,10
-749,-2,11
-3454,-2,9
-3713,-1,9
-1277,0,8
-1919,0,8
-628,0,9
-1517,0,8
-2502,0,8
-1692,0,8
-4791,1,7
-4859,1,8
-4443,0,9
-4768,0,7
-2752,0,8
-2968,0,9
-1449,0,10
-2571,0,11
-3563,0,11
-1883,-1,11
-2138,0,10
-386,0,10
261,0,9
-845,1,8
-1309,1,9
-1399,0,7
-1561,-1,11
-2229,-2,10
-757,-1,10
167,0,9
-122,0,9
6,0,11
405,-1,11
-1137,-2,11
-2727,-2,11
-1087,-3,11
-148,-3,11
-435,-1,10
-1627,-1,10
-808,-1,9
-2498,-1,8
-3851,-1,9
-2805,0,9
-2908,0,9
-3052,0,8
-1629,0,8
-1218,0,9
-1576,0,8
-2523,0,8
-3092,1,8
-3245,0,8
-2782,0,9
-4142,0,9
-3585,0,8
-1344,0,10
-2077,0,9
-1431,0,10
-2741,0,12
-2446,0,10
-2403,0,10
-2734,0,10
184,0,9
-1182,0,10
-2772,0,10
-2046,0,9
-3810,-1,11
-1785,-1,10
-957,-1,9
287,0,10
610,0,8
2088,0,9
801,-2,12
-839,-2,10
-1396,-2,11
-3405,-2,12
-1330,-2,10
-288,-2,9
-1797,-1,9
-1839,-1,10
-1595,-1,9
-3307,-1,8
-3178,0,8
-1064,-1,9
-899,0,8
-2698,0,9
-533,0,8
-2068,0,8
-2887,0,10
-5041,0,9
-3822,0,8
-3754,0,9
-3402,0,9
-589,0,8
-2113,0,10
-1640,0,9
-1008,0,9
-1719,0,10
-2915,0,10
-1961,1,9
-1204,0,9
-2041,0,8
-623,0,9
-1276,0,10
-3666,0,10
-2569,-1,10
-2528,-2,9
-2336,-2,10
326,0,9
522,0,9
522,0,10
-1275,-1,11
-1772,-2,11
-1473,-2,11
-3885,-3,11
-2686,-2,10
-532,-1,9
-2144,-1,10
-1320,-1,9
-1048,-1,9
-4797,-1,9
-3683,-1,9
-1572,-1,10
-856,0,9
-558,0,9
-1820,0,9
-1711,0,8
-2576,0,8
-2885,1,9
-4678,0,8
-3902,0,9
-4280,0,9
-1225,0,8
-1393,0,10
-2737,1,9
-2221,0,9
-1442,0,10
-2035,0,9
-1500,0,10
-1026,0,9
-701,0,9
-3049,0,9
-2876,0,9
-2109,0,10
-3854,-1,9
-3618,-1,10
-5,-1,8
-205,0,10
387,0,10
1080,-1,10
-1410,-2,11
-2541,-2,11
-1337,-2,11
-1690,-3,11
-1625,-2,10
-261,0,9
-919,0,9
-1363,-1,8
-1018,-1,9
-1586,-1,10
-3812,0,9
-434,-1,9
-495,0,8
-42,0,9
-28,0,9
-2085,0,9
-3033,0,9
-2795,0,10
-3651,0,9
-3653,0,9
-1975,0,9
-359,0,9
-350,0,8
-920,2,8
-1822,0,9
-1270,0,9
-3208,1,8
-3005,1,8
-712,0,9
-3873,0,9
-3214,0,10
-4003,0,10
-4376,-1,10
-3440,-1,11
-1701,-1,11
-1583,-2,11
437,-1,9
724,0,9
-478,0,10
811,-1,10
-1187,-1,12
-2741,-2,10
-2657,-2,9
-2776,-1,9
-639,-1,10
-3353,-1,9
-3550,-1,10
-2432,-2,10
-3746,-2,9
-2618,-1,10
-537,-2,10
840,0,8
629,0,9
-241,0,8
414,0,9
-2154,0,8
-1943,1,9
-3831,0,9
-4527,0,8
-3758,0,8
-2719,0,8
-2271,0,8
-1851,0,8
-1063,0,9
14,0,9
14,1,8
-1384,1,9
-1556,0,9
-1593,0,9
-1524,0,10
-3413,0,10
-4243,0,10
-4002,-2,10
-2541,-1,10
-752,-1,10
-168,-1,10
-672,0,9
-579,0,9
-492,-2,10
-742,-1,10
-963,-1,11
-752,-1,11
-1885,-1,9
-521,0,10
-834,-1,10
-2111,-2,11
-3912,-3,11
-3985,-2,11
-3120,-2,9
-2352,-1,10
-1263,0,9
657,0,8
-350,0,9
323,0,8
232,0,8
-834,0,9
-1557,1,8
-4076,0,8
-4470,1,9
-3279,0,8
-3164,0,9
-5039,0,8
-3834,1,8
-4430,0,9
-3184,0,8
-2361,0,9
-2099,1,9
-2086,0,10
-489,0,9
-2265,0,11
-1741,-1,10
-3950,-1,11
-2476,-1,10
-1229,-1,9
-276,0,10
1096,0,9
-70,-1,9
-120,-2,10
-1107,-1,10
-1444,-1,10
138,-1,10
-1041,0,10
-1101,0,10
-744,0,10
-1097,-2,10
-1485,-3,12
-4695,-3,11
-3608,-2,10
-2524,-2,10
-507,0,9
1393,0,8
103,0,9
-2006,0,7
-2088,0,8
-2280,1,9
-2321,1,9
-2455,0,9
-4130,1,9
-4042,0,7
-2386,0,8
-4208,0,8
-2862,1,8
-4110,0,9
-3310,0,10
-1710,0,9
-1933,0,10
-1444,0,10
-1041,0,11
-2843,0,11
-2841,-1,11
-1757,-2,11
-1832,-2,10
44,-1,9
634,0,9
-99,0,9
849,0,9
468,-1,10
-2345,0,10
-754,-1,11
-1654,-2,10
-1555,-2,10
-1169,-2,10
-2379,-2,10
-2555,-2,10
-1846,-2,9
-1996,-2,10
-2196,-1,9
-985,-1,8
-1705,0,8
1730,0,8
-77,0,8
-1482,0,8
-2043,1,8
-3142,1,8
-3641,0,7
-4054,0,7
-4430,1,8
-3810,0,8
-4291,0,8
-2680,0,8
-2850,0,9
-1369,0,10
-3223,0,10
-3128,0,10
-1686,0,10
-1655,0,10
-310,0,10
-2998,0,10
-3917,-1,10
-3695,-1,10
-727,-2,10
-1237,-1,9
806,0,9
723,0,9
322,-1,9
225,-1,9
-107,0,11
-852,-1,11
-1563,-2,11
-1878,-1,11
14,-1,9
-270,-1,10
-1810,-1,10
-2147,-2,10
-3739,-2,10
-1529,-1,10
-1333,-1,9
-1371,0,8
-1414,0,9
645,0,8
-2255,0,8
-3185,1,8
-3227,1,9
