-113,0,10
-242,0,10
365,0,10
1925,0,10
490,-1,10
913,-1,11
1102,0,11
2140,0,10
2569,0,10
1618,0,10
1759,0,9
1868,0,9
1977,0,9
2661,0,9
2648,0,9
1930,-1,9
650,-1,9
1619,0,10
1859,-2,10
870,-1,11
361,-1,10
2115,-1,10
2688,-1,9
3006,0,8
2762,0,9
1170,0,9
1002,0,9
204,0,8
99,0,8
-1694,0,9
-1388,-1,9
-344,0,9
-1856,0,8
-791,0,8
-515,0,8
-2428,0,8
-2294,0,9
-1043,0,9
1393,-1,10
722,-1,11
-1548,-1,11
-1708,0,11
-1156,0,11
-2091,-1,11
466,-1,11
-77,-1,10
-1556,0,10
127,0,10
618,0,9
-8,0,8
1335,0,7
475,0,8
-368,0,8
272,0,8
926,0,9
1835,0,9
591,0,10
1091,0,10
1492,0,10
870,0,10
1945,-1,11
1939,-1,11
2765,0,10
1417,0,11
2443,0,10
2356,0,10
351,0,10
1397,-1,9
1522,-1,9
2704,-1,10
2693,-1,9
2388,0,10
1224,0,9
2545,0,9
3292,0,9
2149,0,8
1317,0,9
1747,0,8
2675,-1,8
1692,-1,8
1552,0,9
758,0,9
-458,0,8
-1520,0,8
-909,0,9
-1489,0,9
-1451,0,9
-3399,-1,9
-2830,0,10
-1673,0,9
-777,0,9
442,-1,10
-1135,-1,10
-1085,-1,10
-1111,-1,10
-1380,-1,10
-44,0,10
938,0,9
935,0,9
253,0,9
-1877,0,9
-880,0,9
-76,-1,9
-397,-1,10
180,0,9
66,0,10
2001,0,10
652,0,10
410,0,11
1156,0,11
1233,0,11
1811,0,11
2949,0,11
3177,0,11
3357,0,9
4466,-1,9
3589,-2,10
2226,-1,10
2601,-2,9
2237,-1,9
837,0,8
3440,0,9
3061,0,9
1380,1,9
558,0,8
1473,0,7
216,0,8
-1983,0,8
-1791,-1,8
-1497,-1,9
-773,0,9
-1567,0,9
-197,0,9
-1890,0,10
-1619,0,10
-1253,0,10
-784,-1,10
-223,0,10
-296,0,10
-530,0,11
-1904,0,10
-290,-1,10
-524,-2,10
-1339,-1,10
-1074,0,9
-502,0,9
-341,0,10
-655,1,10
-67,0,10
-1248,0,10
-1680,-1,10
-130,-1,10
1277,-1,9
1011,0,10
2383,0,10
1670,0,9
1504,0,10
1936,0,10
3113,0,10
3094,0,10
2272,0,9
1558,0,10
1345,0,10
1015,-1,11
853,-1,10
669,-2,10
1046,-2,10
2309,-1,9
1883,0,9
1138,0,9
2459,1,9
1954,1,8
1381,0,8
109,0,9
-1855,0,9
-2265,0,9
-1939,-1,8
-343,-1,8
-186,0,9
-1352,0,8
-330,0,9
-940,0,9
855,0,9
628,0,9
533,-1,10
-1059,0,10
-2445,0,11
-1556,0,11
-1041,0,11
-927,0,10
315,-1,10
-741,0,9
-1225,0,9
662,0,9
1161,0,9
-788,1,9
-2010,0,9
-251,0,9
27,-1,8
795,-1,10
1433,-1,10
772,0,10
2137,0,10
2063,0,9
1469,0,9
1635,0,9
2227,0,9
569,0,10
1460,0,10
1494,0,11
1263,-1,10
412,0,10
1219,-1,10
1282,-2,11
1384,-2,11
2841,-2,11
1840,-1,10
3502,0,9
6092,0,8
6244,0,8
3806,0,9
2759,0,8
2057,0,8
-188,0,8
-1641,0,7
-38,-1,9
-96,0,9
-1962,0,8
-1769,0,7
-165,0,9
-2077,0,10
-1830,-2,10
-2823,-2,10
-1254,-1,11
-397,-1,10
1356,-1,9
842,0,10
-602,0,10
529,0,10
-667,-1,10
-1435,0,10
-1452,0,9
-298,0,9
-1398,0,10
-1786,1,9
-603,0,8
994,0,9
-448,0,9
-485,0,8
1247,0,9
1706,0,11
2389,0,10
2775,0,11
1364,0,11
1848,0,12
2209,-1,11
4062,0,10
3106,0,10
3218,0,8
2586,0,8
431,0,10
1767,-1,10
1653,-2,10
739,-1,9
2028,-1,9
2594,-1,9
3905,0,9
2673,0,10
2531,1,9
2659,0,8
1186,0,8
-59,0,9
-850,0,9
-1452,-1,8
-1283,-1,8
-1679,0,8
-2267,-1,9
-3263,0,9
-4644,0,9
-3896,0,9
-1397,0,9
-752,0,9
193,0,9
65,0,9
-958,0,10
-764,0,10
-263,0,10
274,-1,11
-163,-1,11
-2360,-1,10
-1166,0,10
721,1,10
-684,1,9
-943,0,9
-1848,0,9
-1129,-1,8
929,-1,9
232,-1,9
1323,0,10
1334,0,9
2389,0,10
959,0,10
3136,0,10
3553,0,10
1767,0,10
2692,0,10
2716,0,10
2045,0,10
699,0,11
1169,-1,10
1114,-2,10
1247,-2,9
1733,-1,9
630,-1,10
608,0,9
1304,0,9
1763,1,9
833,1,10
705,1,9
660,0,8
-802,0,9
-1180,0,9
-815,-1,8
-414,0,9
-862,0,9
-1015,0,9
-1082,0,9
-199,0,9
150,0,10
209,0,10
-546,-1,11
-736,0,10
508,0,10
-105,0,10
678,-1,10
-459,-1,10
-1337,-1,10
-1033,-1,10
-1022,0,8
325,0,9
-2004,0,9
-2160,1,10
-1451,0,9
-233,0,9
26,-1,9
247,-1,9
35,0,9
1100,0,10
3056,0,10
2583,0,9
2168,0,10
1894,0,10
1547,0,10
-135,0,10
33,0,11
495,0,11
340,0,10
-372,0,9
566,-2,10
1563,-2,10
2830,-1,11
1296,-1,10
2011,0,8
4034,0,9
2838,1,9
3002,1,8
2007,0,8
992,0,8
480,0,8
-1524,-1,8
824,-1,9
-622,0,8
-904,0,7
-193,0,7
-1969,0,8
-1608,1,9
-2474,0,10
-2925,-1,10
-1716,-1,11
-1084,-1,10
-73,-1,10
-782,-1,10
-390,0,11
-808,0,10
476,0,10
276,0,9
372,0,9
-1004,0,9
48,0,9
-1345,0,9
-1220,0,8
-476,0,10
-1241,-1,9
-471,0,9
-304,0,9
2765,0,10
4120,0,10
3402,0,10
2163,0,11
1661,0,10
1994,0,11
2065,0,10
2801,0,10
2199,0,9
1971,0,9
1349,0,10
1235,-1,10
501,-2,10
785,-2,9
2229,-1,9
2548,0,8
4336,0,8
5137,0,8
4548,1,8
